 Sebelum diurutkan:

 joni       0.0000000000000000     
 abdul      10.000000000000000     
 fathur     46.000000000000000     
 cipta      50.000000000000000     
 endang     35.000000000000000     
 dono       12.000000000000000     
 gusti      89.000000000000000     
 badrul     43.000000000000000     
 ipeh       100.00000000000000     
 hani       92.000000000000000     

 Urutan nama dengan nilai tertinggi:

 abdul      10.000000000000000     
 badrul     43.000000000000000     
 cipta      50.000000000000000     
 dono       12.000000000000000     
 endang     35.000000000000000     
 fathur     46.000000000000000     
 gusti      89.000000000000000     
 hani       92.000000000000000     
 ipeh       100.00000000000000     
 joni       0.0000000000000000     
